orderNumber,item,dateIssued,dateChanged,orderStatus,orderTotalValue,approvedBy,supplierVendorCode,productSku,quantity,unitPrice,deliveryDate,still_to_be_delivered_qty,still_to_be_delivered_value,still_to_be_invoiced_qty,still_to_be_invoiced_value,contractReference,paymentTerms,requisitioner,costCenter
PO-8a66e47323,3,2024-05-20 07:33:04,2024-06-19 07:33:04,Closed,11390.12,James Gross,SUP-5e584cda,PROD-84fe5e,76,149.87,2024-06-05 07:33:04,0,0.0,23,3447.01,,Net 30,Michelle Fuentes,CC-114
PO-8a66e47323,4,2024-05-20 07:33:04,2024-06-06 07:33:04,Closed,16490.52,Tyler Smith,SUP-5e584cda,PROD-be7df3,36,458.07,2024-07-08 07:33:04,0,0.0,14,6412.98,,Net 60,Amy Clay,CC-114
PO-8a66e47323,5,2024-05-20 07:33:04,2024-06-01 07:33:04,Closed,51397.08,Kathleen Anderson,SUP-5e584cda,PROD-4a8c21,98,524.46,2024-06-06 07:33:04,0,0.0,40,20978.4,,Net 60,Andrew Arias,CC-114
PO-8c53d4780f,1,2024-06-20 05:28:53,2024-06-30 05:28:53,Closed,46950.5,George Bates,SUP-54216b22,PROD-64f1eb,50,939.01,2024-07-28 05:28:53,0,0.0,26,24414.26,CTR-d9adfcbad9,Net 60,Patty Fowler,CC-104
PO-8c53d4780f,2,2024-06-20 05:28:53,2024-07-10 05:28:53,Closed,28542.03,Julia Gibson,SUP-54216b22,PROD-c9282b,33,864.91,2024-08-10 05:28:53,0,0.0,19,16433.29,,Net 60,Bryan Mann,CC-104
PO-8c53d4780f,3,2024-06-20 05:28:53,2024-07-04 05:28:53,Closed,33714.32,Caitlin Woodard,SUP-54216b22,PROD-c9282b,73,461.84,2024-07-25 05:28:53,0,0.0,27,12469.679999999998,CTR-21600c7744,Net 30,Travis Campbell,CC-104
PO-8c53d4780f,4,2024-06-20 05:28:53,2024-07-10 05:28:53,Closed,26828.4,Olivia Carlson,SUP-54216b22,PROD-2f18bd,40,670.71,2024-08-02 05:28:53,0,0.0,5,3353.55,CTR-c3ed9e2376,Net 30,Deborah Lutz,CC-104
PO-8c53d4780f,5,2024-06-20 05:28:53,2024-07-08 05:28:53,Draft,12601.259999999998,Angela Pace,SUP-54216b22,PROD-dfd69d,21,600.06,2024-08-06 05:28:53,21,12601.259999999998,21,12601.259999999998,CTR-65fc9b5836,Net 30,Roger Johnson,CC-104
PO-eedf6f5301,1,2025-05-14 20:18:30,2025-05-31 20:18:30,Draft,31748.6,Danielle Price,SUP-0afe4cb0,PROD-c649de,65,488.44,2025-06-21 20:18:30,65,31748.6,65,31748.6,,Net 60,Heidi Harrison,CC-176
PO-eedf6f5301,2,2025-05-14 20:18:30,2025-05-18 20:18:30,Partially Received,40914.0,Richard Davila,SUP-0afe4cb0,PROD-7099f0,50,818.28,2025-06-02 20:18:30,7,5727.96,50,40914.0,CTR-787a3d055e,Net 90,Jennifer Williams,CC-176
PO-eedf6f5301,3,2025-05-14 20:18:30,2025-05-19 20:18:30,Closed,12448.04,Alicia Ross,SUP-0afe4cb0,PROD-84fe5e,22,565.82,2025-07-06 20:18:30,0,0.0,20,11316.400000000001,CTR-1bb81ceb72,Net 60,Jeffrey Browning,CC-176
PO-eedf6f5301,4,2025-05-14 20:18:30,2025-06-11 20:18:30,Partially Received,33586.15,William James,SUP-0afe4cb0,PROD-cb1527,65,516.71,2025-06-19 20:18:30,2,1033.42,16,8267.36,CTR-981e88e433,Net 60,Elaine Flores,CC-176
PO-eedf6f5301,5,2025-05-14 20:18:30,2025-06-03 20:18:30,Partially Received,31269.84,Anthony Wilson,SUP-0afe4cb0,PROD-3ae91c,98,319.08,2025-06-24 20:18:30,93,29674.44,97,30950.76,CTR-5011609b25,Net 90,Kathleen Miller,CC-176
PO-56d7bee39c,1,2025-08-19 08:27:00,2025-08-31 08:27:00,Closed,46003.979999999996,Mr. Scott Cooper,SUP-a834dd9c,PROD-7099f0,66,697.03,2025-09-25 08:27:00,0,0.0,62,43215.86,,Net 60,Brian Price,CC-137
PO-56d7bee39c,2,2025-08-19 08:27:00,2025-09-13 08:27:00,Rejected,3909.9000000000005,Wesley Hogan,SUP-a834dd9c,PROD-58f4ab,15,260.66,2025-09-10 08:27:00,15,3909.9000000000005,15,3909.9000000000005,,Net 90,Brad Patton,CC-137
PO-27c3f7f0e8,1,2025-01-27 14:07:23,2025-02-03 14:07:23,Issued,46317.69,Susan Gonzalez,SUP-7c874ae3,PROD-cc512e,51,908.19,2025-02-07 14:07:23,47,42684.93,47,42684.93,,Net 60,Samuel Villegas,CC-118
PO-27c3f7f0e8,2,2025-01-27 14:07:23,2025-02-05 14:07:23,Approved,6680.52,Adam Thomas,SUP-7c874ae3,PROD-be104f,7,954.36,2025-03-06 14:07:23,7,6680.52,7,6680.52,,Net 30,Sally Wilkins,CC-118
PO-27c3f7f0e8,3,2025-01-27 14:07:23,2025-02-21 14:07:23,Rejected,29180.219999999998,Gabriel Craig,SUP-7c874ae3,PROD-64f1eb,59,494.58,2025-02-05 14:07:23,59,29180.219999999998,59,29180.219999999998,,Net 60,Christopher Mccormick,CC-118
PO-27c3f7f0e8,4,2025-01-27 14:07:23,2025-02-20 14:07:23,Delivered,4309.469999999999,Erica Farmer,SUP-7c874ae3,PROD-725f6a,11,391.77,2025-03-28 14:07:23,0,0.0,4,1567.08,,Net 30,Mitchell Jimenez,CC-118
PO-27c3f7f0e8,5,2025-01-27 14:07:23,2025-02-03 14:07:23,Issued,64842.25,Justin Allen,SUP-7c874ae3,PROD-4011d4,85,762.85,2025-03-25 14:07:23,56,42719.6,74,56450.9,CTR-e9e4811b1d,Net 90,Mario Miller,CC-118
PO-0b68ef58c4,1,2025-07-13 20:01:06,2025-07-29 20:01:06,Closed,43299.1,Elizabeth Shaffer,SUP-54216b22,PROD-7099f0,95,455.78,2025-09-04 20:01:06,0,0.0,1,455.78,CTR-67a217b173,Net 60,Melissa Zhang,CC-138
PO-0b68ef58c4,2,2025-07-13 20:01:06,2025-08-10 20:01:06,Approved,17498.88,Kenneth Sims,SUP-54216b22,PROD-3ae91c,56,312.48,2025-08-30 20:01:06,56,17498.88,56,17498.88,,Net 90,Michael Bean,CC-138
PO-0b68ef58c4,3,2025-07-13 20:01:06,2025-08-04 20:01:06,Issued,1868.13,Dr. Richard Taylor,SUP-54216b22,PROD-be7df3,11,169.83,2025-09-09 20:01:06,9,1528.47,11,1868.13,,Net 90,Lawrence Dennis,CC-138
PO-0b68ef58c4,4,2025-07-13 20:01:06,2025-08-07 20:01:06,Closed,48095.28,Susan Watson,SUP-54216b22,PROD-e9b5b7,67,717.84,2025-08-28 20:01:06,0,0.0,51,36609.840000000004,CTR-eeb63225db,Net 30,Anthony Larson,CC-138
PO-0b68ef58c4,5,2025-07-13 20:01:06,2025-07-22 20:01:06,Closed,1499.16,Kimberly Hernandez,SUP-54216b22,PROD-7099f0,2,749.58,2025-08-05 20:01:06,0,0.0,2,1499.16,,Net 90,Mr. Daniel Richardson,CC-138
PO-cd8214bab2,1,2025-10-10 04:27:03,2025-11-06 04:27:03,Closed,72038.82,Tammy Reyes,SUP-f374e72a,PROD-58f4ab,98,735.09,2025-11-22 04:27:03,0,0.0,40,29403.600000000002,,Net 90,Christopher Vazquez,CC-125
PO-78697ca49c,1,2023-11-05 01:53:33,2023-11-20 01:53:33,Partially Received,48819.68,Kerry Elliott,SUP-a0c87085,PROD-4a8c21,98,498.16,2023-12-17 01:53:33,15,7472.400000000001,16,7970.56,,Net 30,Denise Mullins,CC-137
PO-78697ca49c,2,2023-11-05 01:53:33,2023-11-20 01:53:33,Cancelled,11174.519999999999,Brooke Mitchell,SUP-a0c87085,PROD-ab0b6f,14,798.18,2023-12-21 01:53:33,14,11174.519999999999,14,11174.519999999999,,Net 60,Jennifer Turner,CC-137
PO-78697ca49c,3,2023-11-05 01:53:33,2023-11-14 01:53:33,Pending Approval,30696.72,Sheena Shaw,SUP-a0c87085,PROD-06958f,92,333.66,2023-12-02 01:53:33,92,30696.72,92,30696.72,CTR-31150ff500,Net 30,Chris Dean,CC-137
PO-78697ca49c,4,2023-11-05 01:53:33,2023-12-01 01:53:33,Approved,2913.54,Brian Hernandez,SUP-a0c87085,PROD-c9282b,3,971.18,2023-12-10 01:53:33,3,2913.54,3,2913.54,,Net 60,Mary Roberson,CC-137
PO-983568cd8b,1,2024-12-13 15:33:53,2025-01-11 15:33:53,Cancelled,6179.400000000001,Jaime Rodriguez,SUP-2f651785,PROD-c9282b,9,686.6,2025-01-28 15:33:53,9,6179.400000000001,9,6179.400000000001,,Net 90,Michelle Merritt,CC-172
PO-983568cd8b,2,2024-12-13 15:33:53,2024-12-23 15:33:53,Closed,46048.2,Dalton Smith DDS,SUP-2f651785,PROD-b365e2,55,837.24,2024-12-23 15:33:53,0,0.0,31,25954.44,CTR-60de882844,Net 60,Angela Carr,CC-172
PO-8178002d2e,1,2025-05-27 15:31:14,2025-06-12 15:31:14,Delivered,21224.46,Kelly Pittman,SUP-d5c45b64,PROD-58f4ab,62,342.33,2025-07-12 15:31:14,0,0.0,44,15062.519999999999,,Net 60,Elizabeth Allen,CC-107
PO-8178002d2e,2,2025-05-27 15:31:14,2025-06-08 15:31:14,Rejected,6575.400000000001,Justin Shepard,SUP-d5c45b64,PROD-ab0b6f,9,730.6,2025-06-06 15:31:14,9,6575.400000000001,9,6575.400000000001,,Net 60,Danielle Phelps,CC-107
PO-8178002d2e,3,2025-05-27 15:31:14,2025-05-30 15:31:14,Delivered,5324.18,Regina Watts,SUP-d5c45b64,PROD-cc512e,19,280.22,2025-07-17 15:31:14,0,0.0,5,1401.1000000000001,,Net 30,Andrea Graves,CC-107
PO-8178002d2e,4,2025-05-27 15:31:14,2025-05-28 15:31:14,Closed,13838.4,Rachel Farley,SUP-d5c45b64,PROD-2f18bd,90,153.76,2025-07-03 15:31:14,0,0.0,82,12608.32,CTR-ffca03740c,Net 60,Robert Smith,CC-107
PO-8178002d2e,5,2025-05-27 15:31:14,2025-05-31 15:31:14,Partially Received,5998.98,Christian Brown,SUP-d5c45b64,PROD-64f1eb,39,153.82,2025-07-09 15:31:14,9,1384.3799999999999,22,3384.04,CTR-b79f9dfed9,Net 60,William Johnston,CC-107
PO-6d5e2e6633,1,2024-01-30 02:09:00,2024-02-26 02:09:00,Closed,13173.86,David Kirby,SUP-09b2252b,PROD-be104f,14,940.99,2024-03-30 02:09:00,0,0.0,4,3763.96,CTR-e748bbcfbc,Net 90,Troy Mcdonald MD,CC-102
PO-539a0c6f22,1,2025-05-28 15:47:04,2025-05-31 15:47:04,Draft,5047.650000000001,Elizabeth Mcdonald,SUP-11af46af,PROD-64f1eb,9,560.85,2025-07-22 15:47:04,9,5047.650000000001,9,5047.650000000001,,Net 60,John Alexander,CC-132
PO-539a0c6f22,2,2025-05-28 15:47:04,2025-06-12 15:47:04,Issued,6816.96,Robert Grimes,SUP-11af46af,PROD-eb5a4f,8,852.12,2025-06-10 15:47:04,0,0.0,8,6816.96,,Net 90,Donald Velasquez,CC-132
PO-539a0c6f22,3,2025-05-28 15:47:04,2025-06-08 15:47:04,Delivered,7312.05,Nicole Kelly,SUP-11af46af,PROD-64f1eb,15,487.47,2025-07-04 15:47:04,0,0.0,5,2437.3500000000004,,Net 90,Dillon Parker,CC-132
PO-1906624d2c,1,2024-03-22 11:16:04,2024-03-26 11:16:04,Rejected,25634.34,Alexis Osborne,SUP-f1d17ae6,PROD-c9282b,54,474.71,2024-05-07 11:16:04,54,25634.34,54,25634.34,,Net 90,Christopher Brown,CC-180
PO-1906624d2c,2,2024-03-22 11:16:04,2024-03-27 11:16:04,Partially Received,13460.789999999999,Erica Harrison,SUP-f1d17ae6,PROD-f1b76f,49,274.71,2024-04-04 11:16:04,2,549.42,17,4670.07,,Net 90,Miguel Cooper,CC-180
PO-1906624d2c,3,2024-03-22 11:16:04,2024-04-10 11:16:04,Rejected,40466.58,Lisa Leonard,SUP-f1d17ae6,PROD-bd7e1e,42,963.49,2024-04-13 11:16:04,42,40466.58,42,40466.58,,Net 30,Victor Thompson,CC-180
PO-1906624d2c,4,2024-03-22 11:16:04,2024-04-08 11:16:04,Pending Approval,13234.76,Joel Davidson,SUP-f1d17ae6,PROD-23047c,14,945.34,2024-04-10 11:16:04,14,13234.76,14,13234.76,CTR-cf66a38faa,Net 60,Amber Wilson,CC-180
PO-1906624d2c,5,2024-03-22 11:16:04,2024-04-20 11:16:04,Closed,13185.54,Victoria Holloway,SUP-f1d17ae6,PROD-d4e5a4,17,775.62,2024-04-05 11:16:04,0,0.0,7,5429.34,CTR-ea3f8fe2a5,Net 30,Aaron Hernandez,CC-180
PO-7b28b9ef94,1,2024-05-03 19:20:01,2024-05-16 19:20:01,Pending Approval,20090.559999999998,Rebecca Harrison,SUP-4973df09,PROD-dfd69d,56,358.76,2024-06-24 19:20:01,56,20090.559999999998,56,20090.559999999998,,Net 60,Mark Johnston,CC-113
PO-7b28b9ef94,2,2024-05-03 19:20:01,2024-05-14 19:20:01,Closed,33974.159999999996,George Bray,SUP-4973df09,PROD-ad9854,66,514.76,2024-06-13 19:20:01,0,0.0,36,18531.36,CTR-06797a229e,Net 90,Katherine Blankenship,CC-113
PO-7b28b9ef94,3,2024-05-03 19:20:01,2024-05-15 19:20:01,Pending Approval,14021.0,Kevin Steele,SUP-4973df09,PROD-f3daea,28,500.75,2024-06-16 19:20:01,28,14021.0,28,14021.0,,Net 30,William Harris,CC-113
PO-7b28b9ef94,4,2024-05-03 19:20:01,2024-05-18 19:20:01,Closed,7386.66,Daniel Warner,SUP-4973df09,PROD-9fc5f6,27,273.58,2024-06-12 19:20:01,0,0.0,3,820.74,,Net 60,Ashley Mann,CC-113
PO-7b28b9ef94,5,2024-05-03 19:20:01,2024-05-26 19:20:01,Pending Approval,2876.7599999999998,Andrew Williams,SUP-4973df09,PROD-3ae91c,3,958.92,2024-05-29 19:20:01,3,2876.7599999999998,3,2876.7599999999998,CTR-3771c3227a,Net 60,Brandon Clark,CC-113
PO-04b6e8347d,1,2024-04-11 10:01:23,2024-04-22 10:01:23,Closed,26253.260000000002,Tamara Murphy,SUP-200e696c,PROD-034b1b,94,279.29,2024-05-09 10:01:23,0,0.0,78,21784.620000000003,,Net 60,Stephanie Cox,CC-127
PO-04b6e8347d,2,2024-04-11 10:01:23,2024-05-06 10:01:23,Pending Approval,31685.72,Robin Dodson,SUP-200e696c,PROD-3df99f,46,688.82,2024-04-28 10:01:23,46,31685.72,46,31685.72,,Net 60,Christopher Allison,CC-127
PO-fbfda983e5,1,2024-06-20 06:55:37,2024-06-23 06:55:37,Issued,35891.520000000004,Brandon Benson,SUP-ae63189e,PROD-dcb370,98,366.24,2024-08-10 06:55:37,95,34792.8,98,35891.520000000004,,Net 30,Benjamin Nichols,CC-160
PO-fbfda983e5,2,2024-06-20 06:55:37,2024-06-29 06:55:37,Approved,25544.350000000002,Edward Hughes,SUP-ae63189e,PROD-6d7c4f,65,392.99,2024-07-22 06:55:37,65,25544.350000000002,65,25544.350000000002,,Net 60,Cody Kidd,CC-160
PO-fbfda983e5,3,2024-06-20 06:55:37,2024-07-01 06:55:37,Closed,44190.340000000004,Mark Hopkins,SUP-ae63189e,PROD-be7df3,94,470.11,2024-07-13 06:55:37,0,0.0,78,36668.58,,Net 30,Kaitlyn Lamb,CC-160
PO-fbfda983e5,4,2024-06-20 06:55:37,2024-07-06 06:55:37,Closed,72292.74,Ronald Keller,SUP-ae63189e,PROD-46e754,78,926.83,2024-06-30 06:55:37,0,0.0,66,61170.780000000006,,Net 30,Mrs. Lydia Whitaker,CC-160
PO-75a5b08999,1,2025-01-12 08:42:52,2025-02-01 08:42:52,Issued,7722.780000000001,Amber Cox,SUP-cab9caf8,PROD-383999,39,198.02,2025-03-05 08:42:52,13,2574.26,31,6138.62,,Net 90,Stephanie Cooper,CC-122
PO-75a5b08999,2,2025-01-12 08:42:52,2025-01-14 08:42:52,Rejected,50329.52,Sean Jackson,SUP-cab9caf8,PROD-6d7c4f,68,740.14,2025-01-25 08:42:52,68,50329.52,68,50329.52,,Net 90,Christopher Gillespie,CC-122
PO-75a5b08999,3,2025-01-12 08:42:52,2025-02-02 08:42:52,Issued,1098.1999999999998,Brandy Brown DDS,SUP-cab9caf8,PROD-7099f0,20,54.91,2025-02-07 08:42:52,1,54.91,2,109.82,,Net 60,Linda Barber,CC-122
PO-ec886fc738,1,2024-06-15 13:29:10,2024-06-17 13:29:10,Closed,40432.619999999995,Alexandra Harris,SUP-2cb279db,PROD-47c0bf,83,487.14,2024-07-17 13:29:10,0,0.0,4,1948.56,,Net 30,Thomas French,CC-146
PO-ec886fc738,2,2024-06-15 13:29:10,2024-07-12 13:29:10,Closed,20997.5,Andrea Merritt,SUP-2cb279db,PROD-b5b045,74,283.75,2024-06-23 13:29:10,0,0.0,63,17876.25,,Net 30,William Wilson,CC-146
PO-ec886fc738,3,2024-06-15 13:29:10,2024-07-13 13:29:10,Delivered,34091.32,Victor Valenzuela,SUP-2cb279db,PROD-143258,62,549.86,2024-07-30 13:29:10,0,0.0,41,22544.260000000002,,Net 60,William Gibson,CC-146
PO-ec886fc738,4,2024-06-15 13:29:10,2024-06-23 13:29:10,Partially Received,3545.28,Joshua Alvarado,SUP-2cb279db,PROD-24132b,4,886.32,2024-07-03 13:29:10,2,1772.64,4,3545.28,,Net 90,Wendy Sutton,CC-146
PO-47c10aa22e,1,2024-01-23 15:53:44,2024-02-21 15:53:44,Approved,39634.14,Angela Andrews,SUP-9ccc86ff,PROD-2b1f58,61,649.74,2024-03-17 15:53:44,61,39634.14,61,39634.14,,Net 60,Allen Hill,CC-119
PO-47c10aa22e,2,2024-01-23 15:53:44,2024-01-26 15:53:44,Rejected,29602.559999999998,Charles Aguilar,SUP-9ccc86ff,PROD-ab0b6f,52,569.28,2024-03-05 15:53:44,52,29602.559999999998,52,29602.559999999998,,Net 90,Kayla Alexander,CC-119
PO-f4ba065f9c,1,2024-12-28 20:05:59,2025-01-01 20:05:59,Draft,4936.01,Nancy Moreno,SUP-7c874ae3,PROD-55cd75,19,259.79,2025-02-12 20:05:59,19,4936.01,19,4936.01,,Net 60,Diane Pearson,CC-157
PO-f4ba065f9c,2,2024-12-28 20:05:59,2025-01-07 20:05:59,Pending Approval,12382.560000000001,Edwin Leonard,SUP-7c874ae3,PROD-3df99f,48,257.97,2025-02-02 20:05:59,48,12382.560000000001,48,12382.560000000001,CTR-a71cbe53ba,Net 90,Michael Snow,CC-157
PO-f4ba065f9c,3,2024-12-28 20:05:59,2025-01-04 20:05:59,Approved,15749.24,Renee Sanchez,SUP-7c874ae3,PROD-acfd80,62,254.02,2025-01-26 20:05:59,62,15749.24,62,15749.24,CTR-3db987b5cb,Net 90,Sydney Clark,CC-157
PO-f4ba065f9c,4,2024-12-28 20:05:59,2025-01-01 20:05:59,Draft,39517.53,Angela Lee,SUP-7c874ae3,PROD-b662f8,57,693.29,2025-02-22 20:05:59,57,39517.53,57,39517.53,,Net 90,Kimberly Carter,CC-157
PO-f4ba065f9c,5,2024-12-28 20:05:59,2025-01-02 20:05:59,Issued,3696.75,Heather Palmer,SUP-7c874ae3,PROD-46e754,75,49.29,2025-01-28 20:05:59,74,3647.46,74,3647.46,,Net 90,Joshua Torres,CC-157
PO-414e229165,1,2024-10-15 20:47:48,2024-11-12 20:47:48,Cancelled,1185.6599999999999,Anna Harris,SUP-052690a9,PROD-06958f,7,169.38,2024-10-27 20:47:48,7,1185.6599999999999,7,1185.6599999999999,CTR-3b2c84c345,Net 30,William Cameron,CC-135
PO-414e229165,2,2024-10-15 20:47:48,2024-11-04 20:47:48,Issued,46315.26,Jonathan Wilson,SUP-052690a9,PROD-8e8749,54,857.69,2024-10-27 20:47:48,13,11149.970000000001,38,32592.22,,Net 60,Cynthia Scott,CC-135
PO-414e229165,3,2024-10-15 20:47:48,2024-10-20 20:47:48,Partially Received,78020.01000000001,Katherine Jones,SUP-052690a9,PROD-52e2c2,97,804.33,2024-12-06 20:47:48,95,76411.35,97,78020.01000000001,,Net 60,Heather Webb,CC-135
PO-414e229165,4,2024-10-15 20:47:48,2024-10-21 20:47:48,Draft,26883.34,Veronica Leblanc,SUP-052690a9,PROD-b365e2,89,302.06,2024-10-22 20:47:48,89,26883.34,89,26883.34,,Net 60,Tara Howard,CC-135
PO-414e229165,5,2024-10-15 20:47:48,2024-10-19 20:47:48,Closed,50090.15,John Martin,SUP-052690a9,PROD-2b1f58,55,910.73,2024-11-17 20:47:48,0,0.0,14,12750.220000000001,,Net 60,Dr. Jennifer Beck,CC-135
PO-dfd65d9878,1,2024-09-23 16:49:02,2024-10-11 16:49:02,Draft,3885.0,Matthew Davis,SUP-45b218a6,PROD-711996,10,388.5,2024-11-05 16:49:02,10,3885.0,10,3885.0,,Net 90,Tyler Murray,CC-126
PO-140a91dd73,1,2025-08-29 01:12:01,2025-09-12 01:12:01,Issued,19492.38,Joseph Jacobs,SUP-677cab27,PROD-ad764f,54,360.97,2025-10-01 01:12:01,6,2165.82,12,4331.64,,Net 90,Benjamin Warren,CC-146
PO-cfd7c35095,1,2025-07-18 08:22:52,2025-07-29 08:22:52,Closed,27059.59,James Sullivan,SUP-735055ac,PROD-23047c,41,659.99,2025-09-11 08:22:52,0,0.0,26,17159.74,,Net 60,Henry Peterson,CC-104
PO-cfd7c35095,2,2025-07-18 08:22:52,2025-08-08 08:22:52,Issued,8462.19,Laurie Edwards,SUP-735055ac,PROD-4011d4,33,256.43,2025-09-13 08:22:52,4,1025.72,30,7692.900000000001,,Net 30,Evan Martinez,CC-104
PO-cfd7c35095,3,2025-07-18 08:22:52,2025-07-26 08:22:52,Closed,53888.45,Nicholas Rodgers,SUP-735055ac,PROD-cc512e,55,979.79,2025-07-29 08:22:52,0,0.0,9,8818.11,,Net 90,Alyssa Richard,CC-104
PO-cfd7c35095,4,2025-07-18 08:22:52,2025-08-08 08:22:52,Approved,48493.9,Vanessa Rodriguez,SUP-735055ac,PROD-be7df3,91,532.9,2025-07-25 08:22:52,91,48493.9,91,48493.9,,Net 60,Ronald Frederick,CC-104
PO-cfd7c35095,5,2025-07-18 08:22:52,2025-07-22 08:22:52,Closed,12576.55,Troy Gilmore,SUP-735055ac,PROD-64f1eb,35,359.33,2025-08-31 08:22:52,0,0.0,2,718.66,,Net 60,Alex Richardson,CC-104
PO-1cc6d0c505,1,2025-09-23 16:29:55,2025-10-10 16:29:55,Approved,3471.3,Vanessa Cunningham,SUP-a6ad3c4e,PROD-c9282b,63,55.1,2025-11-06 16:29:55,63,3471.3,63,3471.3,,Net 90,John Reed,CC-117
PO-1cc6d0c505,2,2025-09-23 16:29:55,2025-10-09 16:29:55,Closed,41594.28,Christopher Olson,SUP-a6ad3c4e,PROD-46e754,91,457.08,2025-11-20 16:29:55,0,0.0,36,16454.88,,Net 30,Nathan Juarez,CC-117
PO-1cc6d0c505,3,2025-09-23 16:29:55,2025-10-21 16:29:55,Closed,15939.7,Danielle Vega,SUP-a6ad3c4e,PROD-6d7c4f,35,455.42,2025-11-20 16:29:55,0,0.0,1,455.42,CTR-5f2ad51450,Net 90,Jenna Lopez,CC-117
PO-5b9734e583,1,2024-06-26 23:37:21,2024-07-26 23:37:21,Issued,32824.8,Julie Barrett,SUP-5aad0312,PROD-46e754,60,547.08,2024-07-26 23:37:21,51,27901.08,59,32277.72,,Net 90,Jennifer Brock,CC-162
PO-5b9734e583,2,2024-06-26 23:37:21,2024-06-30 23:37:21,Closed,43061.0,Jeffrey Hill,SUP-5aad0312,PROD-3df99f,50,861.22,2024-07-19 23:37:21,0,0.0,45,38754.9,,Net 30,Nicole Wood,CC-162
PO-5b9734e583,3,2024-06-26 23:37:21,2024-07-16 23:37:21,Closed,5877.950000000001,Melissa Carter,SUP-5aad0312,PROD-64f1eb,65,90.43,2024-07-29 23:37:21,0,0.0,26,2351.1800000000003,,Net 30,Crystal Wyatt,CC-162
PO-5b9734e583,4,2024-06-26 23:37:21,2024-07-18 23:37:21,Cancelled,56875.50000000001,Kevin Mclaughlin,SUP-5aad0312,PROD-55cd75,90,631.95,2024-07-27 23:37:21,90,56875.50000000001,90,56875.50000000001,,Net 90,Trevor Mitchell,CC-162
PO-cd69ea5334,1,2024-09-04 03:16:49,2024-09-13 03:16:49,Closed,16921.41,Maria Cole,SUP-f5f440cd,PROD-46e754,47,360.03,2024-10-12 03:16:49,0,0.0,21,7560.629999999999,CTR-074d4b5053,Net 30,Joseph Kim,CC-135
PO-e6feaf1c50,1,2024-04-28 06:22:48,2024-05-01 06:22:48,Closed,39015.95,Nicholas Boyd,SUP-a0a69b80,PROD-fee5a8,53,736.15,2024-06-13 06:22:48,0,0.0,8,5889.2,,Net 90,Michael Cook,CC-127
PO-e6feaf1c50,2,2024-04-28 06:22:48,2024-05-22 06:22:48,Closed,16884.81,Kristin Thompson,SUP-a0a69b80,PROD-4701a9,43,392.67,2024-05-29 06:22:48,0,0.0,22,8638.74,,Net 90,Ronald Barker,CC-127
PO-e6feaf1c50,3,2024-04-28 06:22:48,2024-05-07 06:22:48,Rejected,53745.32,Hayden Hood,SUP-a0a69b80,PROD-c77c6c,89,603.88,2024-06-03 06:22:48,89,53745.32,89,53745.32,,Net 60,Zachary Oconnor,CC-127
PO-8871254a29,1,2025-02-12 11:45:21,2025-03-06 11:45:21,Closed,56960.46,Nathan Gutierrez,SUP-dbe262ef,PROD-c245f9,71,802.26,2025-02-25 11:45:21,0,0.0,43,34497.18,,Net 60,Nicole Garcia,CC-101
PO-8871254a29,2,2025-02-12 11:45:21,2025-02-19 11:45:21,Issued,50801.31,Justin Riley,SUP-dbe262ef,PROD-d4e5a4,63,806.37,2025-03-26 11:45:21,26,20965.62,30,24191.1,,Net 60,Lisa Wilkinson,CC-101
PO-8871254a29,3,2025-02-12 11:45:21,2025-02-24 11:45:21,Partially Received,39300.0,Anthony Rodriguez,SUP-dbe262ef,PROD-b365e2,75,524.0,2025-02-22 11:45:21,30,15720.0,50,26200.0,,Net 30,Kenneth Brown,CC-101
PO-504d90ae1e,1,2025-09-23 23:15:54,2025-10-23 23:15:54,Closed,433.5,Michael Perez,SUP-e29eb08c,PROD-cb1527,6,72.25,2025-10-01 23:15:54,0,0.0,4,289.0,CTR-a1439a056b,Net 30,David Parks,CC-150
PO-504d90ae1e,2,2025-09-23 23:15:54,2025-10-18 23:15:54,Issued,33738.25,Dawn Haas,SUP-e29eb08c,PROD-e2f1cc,91,370.75,2025-11-11 23:15:54,81,30030.75,81,30030.75,,Net 60,James Chambers,CC-150
PO-4c25757d77,1,2025-06-29 12:01:58,2025-07-18 12:01:58,Rejected,22443.74,Jaime Lopez,SUP-f5d76ae4,PROD-25dd54,34,660.11,2025-08-21 12:01:58,34,22443.74,34,22443.74,,Net 60,James Meyers,CC-163
PO-4c25757d77,2,2025-06-29 12:01:58,2025-07-26 12:01:58,Approved,3852.2,Matthew Peterson,SUP-f5d76ae4,PROD-034b1b,34,113.3,2025-07-15 12:01:58,34,3852.2,34,3852.2,,Net 90,Ralph Williams,CC-163
PO-6cc192e226,1,2024-09-13 00:30:21,2024-09-27 00:30:21,Pending Approval,74517.03,Jessica Moore,SUP-78cb4845,PROD-be7df3,89,837.27,2024-10-06 00:30:21,89,74517.03,89,74517.03,,Net 60,Samuel Carson,CC-170
PO-6cc192e226,2,2024-09-13 00:30:21,2024-10-03 00:30:21,Closed,10259.400000000001,Christopher Baird,SUP-78cb4845,PROD-64f1eb,60,170.99,2024-11-04 00:30:21,0,0.0,25,4274.75,CTR-a6d021ab29,Net 60,Thomas Adams,CC-170
